time,speed,number_of_reads,region_id,bus_count
2015-01-11T04:30:55,0,47,1,4
2015-01-11T17:10:41,18.41,385,1,19
2015-01-21T18:21:17,21.82,674,1,42
2015-01-21T19:40:32,22.5,448,1,26
2015-01-18T03:10:21,0,21,1,1
2015-01-05T13:50:48,22.5,428,1,30
2015-01-04T12:20:56,20.45,233,1,17
2015-01-20T09:11:01,23.18,586,1,36
2015-01-11T16:50:40,19.09,215,1,15
2015-01-22T03:01:07,0,31,1,2
2015-01-31T14:10:42,20.45,344,1,22
2015-01-18T20:01:25,19.77,223,1,16
2015-01-08T12:31:19,19.09,371,1,26
2015-01-22T21:31:10,21.14,239,1,16
2015-01-20T19:01:41,20.45,570,1,39
2015-01-19T17:40:47,19.77,543,1,37
2015-01-15T08:40:48,19.77,527,1,37
2015-01-05T19:31:16,22.5,389,1,25
2015-01-31T13:01:34,19.77,430,1,29
2015-01-15T02:50:24,0,37,1,4
2015-01-30T08:11:05,20.93,534,1,36
2015-01-21T10:50:45,24.55,470,1,29
2015-01-28T19:50:45,22.5,377,1,24
2015-01-16T02:50:18,0,22,1,1
2015-01-27T19:40:31,21.82,393,1,25
2015-01-08T09:50:53,24.55,358,1,25
2015-01-30T19:21:10,20.45,496,1,32
2015-01-03T18:31:13,19.23,419,1,28
2015-01-15T06:21:05,23.18,336,1,23
2015-01-18T05:01:09,0,57,1,4
2015-01-24T12:21:01,20.45,375,1,25
2015-01-14T11:31:17,20.52,370,1,28
2015-01-14T21:01:28,23.18,288,1,21
2015-01-11T03:10:20,0,28,1,1
2015-01-31T02:01:11,0,10,1,1
2015-01-25T02:40:07,0,31,1,2
2015-01-25T19:50:36,22.5,233,1,15
2015-01-12T12:50:45,20.45,431,1,28
2015-01-20T15:21:21,20.45,479,1,32
2015-01-12T19:31:20,19.77,378,1,29
2015-01-06T06:01:30,21.82,271,1,19
2015-01-28T09:21:19,21.82,403,1,26
2015-01-02T00:10:26,26.59,112,1,7
2015-01-05T14:21:08,21.82,391,1,24
2015-01-07T13:10:50,21.82,317,1,23
2015-01-16T20:20:57,20.45,343,1,25
2015-01-18T22:31:02,22.5,291,1,16
2015-01-19T13:40:31,20.45,378,1,24
2015-01-20T16:40:51,19.09,528,1,37
2015-01-21T10:31:20,24.55,457,1,26
2015-01-12T16:31:35,19.77,497,1,32
2015-01-12T10:10:45,22.16,386,1,25
2015-01-16T16:01:50,18.41,515,1,29
2015-01-06T21:50:35,20.45,194,1,12
2015-01-30T07:01:49,21.82,502,1,37
2015-01-02T00:01:15,26.01,118,1,7
2015-01-06T05:20:50,26.59,211,1,12
2015-01-11T13:20:58,19.77,290,1,19
2015-01-02T18:01:46,21.14,600,1,41
2015-01-24T17:31:17,18.41,388,1,28
2015-01-07T19:31:20,23.18,320,1,25
2015-01-20T06:50:57,22.5,555,1,37
2015-01-15T06:01:29,23.18,248,1,19
2015-01-28T15:01:46,19.77,412,1,29
2015-01-14T06:21:04,23.18,332,1,21
2015-01-19T05:10:31,25.23,186,1,14
2015-01-26T01:01:15,27.95,72,1,5
2015-01-18T00:20:47,26.39,144,1,8
2015-01-07T20:10:41,22.5,291,1,18
2015-01-31T05:40:16,27.27,180,1,11
2015-01-13T14:50:55,21.14,461,1,29
2015-01-26T18:11:01,19.77,575,1,39
2015-01-28T16:31:39,19.09,470,1,36
2015-01-25T16:10:40,20.45,319,1,23
2015-01-20T08:11:10,21.14,545,1,33
2015-01-16T01:01:13,0,29,1,5
2015-01-26T11:31:18,20.05,347,1,24
2015-01-05T09:11:01,23.05,473,1,32
2015-01-29T21:31:11,21,247,1,15
2015-01-28T01:30:57,0,29,1,2
2015-01-06T03:40:09,0,21,1,1
2015-01-06T20:10:44,20.52,340,1,18
2015-01-14T10:01:39,19.77,319,1,22
2015-01-03T05:50:29,23.86,129,1,10
2015-01-24T09:40:25,21.82,323,1,23
2015-01-05T07:21:16,20.45,470,1,30
2015-01-23T02:50:20,0,48,1,3
2015-01-24T05:40:14,24,159,1,11
2015-01-06T02:20:41,0,16,1,4
2015-01-27T13:10:47,21.82,337,1,21
2015-01-05T10:31:18,21.14,446,1,27
2015-01-07T11:40:30,20.45,326,1,26
2015-01-08T18:31:29,15,788,1,43
2015-01-31T04:01:08,0,25,1,2
2015-01-04T20:01:24,23.45,197,1,14
2015-01-11T03:50:22,0,15,1,2
2015-01-04T04:20:39,0,36,1,4
2015-01-06T19:01:42,20.45,510,1,37
2015-01-31T21:50:37,19.36,277,1,17
2015-01-02T02:20:39,0,14,1,2
2015-01-06T21:20:57,20.93,264,1,18
2015-01-11T10:50:34,23.8,262,1,18
2015-01-17T17:21:04,19.77,463,1,30
2015-01-28T01:40:10,0,38,1,2
2015-01-06T16:51:01,19.77,438,1,33
2015-01-20T22:01:30,22.77,237,1,15
2015-01-07T12:21:02,22.5,335,1,22
2015-01-22T19:10:52,23.18,352,1,28
2015-01-06T10:21:03,21.14,301,1,20
2015-01-05T16:51:00,19.09,496,1,36
2015-01-11T19:31:09,18.41,319,1,20
2015-01-30T11:01:34,21.82,398,1,28
2015-01-16T02:30:52,0,1,1,1
2015-01-17T19:31:13,21.14,366,1,25
2015-01-25T16:20:59,22.5,327,1,27
2015-01-07T06:21:04,23.18,288,1,17
2015-01-18T10:10:35,21.14,269,1,14
2015-01-19T07:10:57,23.86,582,1,46
2015-01-02T06:10:44,24.55,369,1,24
2015-01-05T04:10:21,0,43,1,3
2015-01-28T05:20:52,23.73,253,1,15
2015-01-13T20:01:30,21.82,298,1,21
2015-01-08T09:10:59,23.86,517,1,32
2015-01-28T15:31:33,19.77,478,1,32
2015-01-24T00:20:45,24.85,72,1,8
2015-01-18T07:50:30,25.3,210,1,16
2015-01-06T12:10:41,21.14,436,1,25
2015-01-11T00:40:13,26.59,125,1,8
2015-01-30T03:30:52,0,21,1,1
2015-01-11T18:10:40,16.36,347,1,20
2015-01-16T08:31:40,21.14,554,1,37
2015-01-09T10:31:22,19.77,355,1,25
2015-01-08T21:31:09,19.09,268,1,18
2015-01-23T16:01:51,19.09,486,1,31
2015-01-22T16:21:19,20.45,552,1,36
2015-01-15T00:20:45,19.43,116,1,10
2015-01-11T01:40:08,25.91,82,1,5
2015-01-12T11:31:15,20.45,352,1,24
2015-01-23T10:01:36,21.14,354,1,23
2015-01-08T07:21:20,22.5,669,1,40
2015-01-09T22:01:21,21.82,279,1,18
2015-01-05T23:10:35,17.73,135,1,10
2015-01-27T02:50:20,0,23,1,1
2015-01-12T14:10:51,21.14,412,1,25
2015-01-19T09:50:49,22.5,420,1,29
2015-01-17T22:50:32,23.18,223,1,16
2015-01-28T02:10:21,0,68,1,4
2015-01-19T14:50:53,20.45,461,1,30
2015-01-27T12:31:17,21.82,382,1,25
2015-01-02T02:50:19,0,10,1,2
2015-01-14T20:10:41,19.77,337,1,21
2015-01-09T08:31:40,21.07,472,1,35
2015-01-15T23:20:50,23.18,211,1,16
2015-01-26T02:01:09,0,32,1,2
2015-01-15T05:40:21,22.5,268,1,15
2015-01-01T20:40:18,25.91,245,1,16
2015-01-05T11:01:32,22.09,337,1,25
2015-01-08T05:20:48,25.23,253,1,13
2015-01-14T10:40:29,20.45,423,1,25
2015-01-19T12:21:01,21.82,326,1,23
2015-01-24T04:10:23,0,21,1,3
2015-01-21T14:31:25,19.09,434,1,29
2015-01-27T05:50:42,23.86,283,1,18
2015-01-27T04:20:43,37.06,74,1,6
2015-01-25T16:40:26,21.07,342,1,22
2015-01-10T12:21:02,20.45,329,1,26
2015-01-14T11:01:35,21.07,332,1,25
2015-01-21T17:01:59,19.23,529,1,36
2015-01-03T08:40:23,23.18,288,1,18
2015-01-30T03:40:07,0,14,1,1
2015-01-27T07:01:49,20.66,538,1,41
2015-01-04T05:01:09,25.47,54,1,5
2015-01-29T05:20:51,25.91,257,1,13
2015-01-17T10:21:00,21.14,384,1,24
2015-01-29T02:40:02,0,17,1,3
2015-01-18T05:20:41,26.59,61,1,5
2015-01-12T15:01:48,21.14,448,1,28
2015-01-11T07:31:02,23.18,173,1,13
2015-01-07T06:10:46,23.86,295,1,21
2015-01-08T10:50:41,23.18,438,1,29
2015-01-17T01:20:42,30.68,58,1,5
2015-01-21T04:50:29,23.11,112,1,12
2015-01-24T15:31:17,19.84,370,1,27
2015-01-25T22:10:36,22.5,277,1,13
2015-01-04T17:01:29,18.41,343,1,22
2015-01-19T10:40:31,20.45,317,1,24
2015-01-02T15:50:57,21.14,548,1,33
2015-01-08T17:51:03,13.64,465,1,31
2015-01-09T12:40:31,18.41,387,1,24
2015-01-25T06:50:30,25.23,185,1,11
2015-01-14T03:01:08,0,12,1,1
2015-01-31T07:40:23,23.18,283,1,18
2015-01-31T18:10:45,18.41,418,1,28
2015-01-23T04:40:11,30,171,1,11
2015-01-14T11:10:46,21.82,397,1,24
2015-01-26T20:31:16,19.77,346,1,20
2015-01-28T08:40:55,21.82,492,1,36
2015-01-18T10:40:22,24.55,288,1,16
2015-01-17T15:31:19,19.77,418,1,30
2015-01-27T01:30:58,27.27,46,1,5
2015-01-21T10:21:07,24.61,340,1,22
2015-01-03T22:10:35,21.82,277,1,14
2015-01-10T11:20:59,23.18,322,1,24
2015-01-10T03:10:18,0,20,1,1
2015-01-07T05:20:53,25.91,231,1,14
2015-01-24T23:31:04,22.5,177,1,14
2015-01-13T16:51:05,18.41,541,1,34
2015-01-17T08:50:38,22.7,278,1,21
2015-01-11T19:10:38,19.09,341,1,19
2015-01-28T05:31:12,25.77,243,1,16
2015-01-14T21:50:37,23.86,298,1,17
2015-01-19T10:50:46,22.5,463,1,29
2015-01-03T19:01:28,21.14,345,1,27
2015-01-31T00:20:47,46.36,95,1,7
2015-01-29T19:01:40,20.45,546,1,39
2015-01-19T18:10:58,21.82,471,1,38
2015-01-04T00:50:26,27.82,105,1,6
2015-01-29T19:31:17,21.82,352,1,29
2015-01-03T19:10:39,21.82,436,1,23
2015-01-25T02:50:18,0,39,1,2
2015-01-08T18:21:18,14.32,548,1,32
2015-01-09T02:01:09,0,27,1,5
2015-01-08T19:40:35,18.41,254,1,17
2015-01-01T17:20:57,21.14,299,1,20
2015-01-19T05:31:10,27.95,191,1,13
2015-01-23T04:50:27,22.5,150,1,12
2015-01-06T13:31:17,20.45,382,1,23
2015-01-17T22:20:52,21.82,268,1,19
2015-01-18T11:20:55,21.14,253,1,24
2015-01-13T12:31:18,20.73,357,1,29
2015-01-27T17:21:24,18.41,503,1,31
2015-01-10T20:10:40,22.02,328,1,19
2015-01-16T18:21:18,19.09,619,1,42
2015-01-28T22:01:27,23.18,253,1,14
2015-01-11T22:20:50,21.68,173,1,11
2015-01-17T11:40:25,20.45,334,1,24
2015-01-02T18:31:27,23.18,510,1,38
2015-01-23T02:01:10,0,34,1,2
2015-01-23T19:50:41,21.14,438,1,26
2015-01-10T10:40:28,19.09,358,1,20
2015-01-11T15:50:39,19.77,336,1,25
2015-01-03T23:40:15,23.39,188,1,12
2015-01-14T00:30:58,27.31,120,1,7
2015-01-05T16:01:49,18.75,526,1,30
2015-01-15T20:01:34,21.14,384,1,24
2015-01-30T15:21:14,19.09,470,1,31
2015-01-11T17:01:30,18.41,298,1,18
2015-01-23T17:11:05,18.41,517,1,33
2015-01-13T02:20:39,0,4,1,2
2015-01-22T20:21:00,23.86,354,1,21
2015-01-05T05:01:16,23.86,185,1,12
2015-01-13T01:50:24,0,38,1,3
2015-01-11T04:01:08,0,24,1,1
2015-01-26T08:01:59,22.98,564,1,37
2015-01-28T19:21:07,22.5,507,1,32
2015-01-03T03:10:18,0,16,1,1
2015-01-27T00:50:26,0,87,1,4
2015-01-15T06:40:36,23.18,409,1,30
2015-01-25T01:30:58,0,51,1,4
2015-01-02T10:50:41,23.86,425,1,27
2015-01-15T04:20:41,39.34,67,1,5
2015-01-26T04:01:10,0,58,1,4
2015-01-17T08:31:11,24.34,254,1,20
2015-01-09T02:30:52,0,2,1,1
2015-01-18T18:50:38,22.5,283,1,21
2015-01-16T05:20:52,26.59,269,1,13
2015-01-10T17:01:32,20.45,423,1,24
2015-01-19T15:10:57,19.77,485,1,29
2015-01-09T13:21:07,19.09,375,1,26
2015-01-10T10:31:12,20.45,299,1,23
2015-01-05T09:31:29,22.5,426,1,28
2015-01-13T15:11:02,19.77,394,1,26
2015-01-26T23:01:20,21.82,242,1,16
2015-01-20T21:31:11,20.45,263,1,19
2015-01-08T05:31:08,27.27,177,1,12
2015-01-20T13:10:49,22.5,382,1,27
2015-01-29T16:01:49,18.41,461,1,30
2015-01-09T03:20:36,0,12,1,2
2015-01-17T03:01:08,0,45,1,2
2015-01-28T04:50:28,24.68,139,1,12
2015-01-08T21:01:31,17.73,358,1,24
2015-01-28T10:50:49,21.14,494,1,31
2015-01-13T06:40:40,20.45,434,1,30
2015-01-03T12:01:28,20.45,337,1,23
2015-01-25T18:01:26,20.45,322,1,22
2015-01-26T19:10:50,19.09,521,1,35
2015-01-17T00:40:12,26.08,96,1,6
2015-01-04T09:50:37,22.5,222,1,15
2015-01-25T01:10:23,28.64,65,1,5
2015-01-04T17:40:25,20.45,248,1,18
2015-01-10T22:50:34,22.5,223,1,11
2015-01-14T18:11:02,18.41,508,1,33
2015-01-01T03:50:22,0,54,1,3
2015-01-14T22:10:38,23.86,203,1,13
2015-01-23T15:40:43,19.09,477,1,29
2015-01-18T02:30:51,0,0,1,0
2015-01-26T12:21:04,19.77,378,1,27
2015-01-02T16:21:18,20.45,460,1,31
2015-01-21T04:20:44,90,91,1,7
2015-01-05T03:20:36,0,19,1,2
2015-01-01T08:20:49,25.91,158,1,16
2015-01-29T05:31:08,24.55,212,1,15
2015-01-17T01:10:23,31.91,83,1,5
2015-01-23T23:31:03,27.27,130,1,7
2015-01-18T10:20:56,25.23,230,1,18
2015-01-24T07:40:20,25.23,270,1,19
2015-01-28T10:21:05,23.86,307,1,21
2015-01-28T16:40:53,19.77,555,1,34
2015-01-11T07:20:47,24.55,191,1,12
2015-01-29T17:51:04,21.14,534,1,33
2015-01-19T15:40:44,19.09,431,1,26
2015-01-20T23:31:03,23.86,162,1,10
2015-01-22T18:40:41,21.14,487,1,29
2015-01-04T12:10:39,21.82,384,1,21
2015-01-28T22:20:54,22.91,145,1,11
2015-01-20T06:21:07,22.5,380,1,25
2015-01-20T11:21:01,23.73,433,1,26
2015-01-26T17:40:46,18.41,544,1,35
2015-01-14T23:31:06,25.23,153,1,13
2015-01-16T00:01:16,23.86,122,1,10
2015-01-29T13:40:35,20.45,440,1,29
2015-01-23T04:10:21,23.15,42,1,5
2015-01-12T08:31:36,18.41,500,1,34
2015-01-15T08:11:07,19.77,452,1,29
2015-01-13T12:01:32,19.77,337,1,21
2015-01-26T22:20:55,21.14,225,1,14
2015-01-01T02:40:05,0,46,1,4
2015-01-11T13:10:40,21.14,345,1,23
2015-01-08T14:21:12,17.05,385,1,26
2015-01-15T17:40:48,18.41,556,1,34
2015-01-25T10:01:24,23.18,247,1,17
2015-01-31T23:01:18,21.14,246,1,14
2015-01-27T15:11:01,19.23,429,1,31
2015-01-23T00:10:28,25.23,143,1,9
2015-01-11T15:20:55,23.18,286,1,19
2015-01-13T08:11:09,21.14,413,1,28
2015-01-20T07:01:45,22.5,531,1,40
2015-01-16T01:10:24,0,80,1,4
2015-01-31T07:31:07,23.18,210,1,16
2015-01-04T15:10:40,20.45,306,1,20
2015-01-19T06:40:35,23.18,449,1,31
2015-01-11T09:20:53,23.66,284,1,19
2015-01-15T06:10:46,23.86,354,1,27
2015-01-12T21:50:34,23.18,297,1,16
2015-01-14T19:40:32,21.82,344,1,23
2015-01-05T05:10:32,25.23,171,1,13
2015-01-06T09:50:51,21.82,391,1,27
2015-01-26T22:50:34,20.45,201,1,15
2015-01-19T00:10:28,27.27,104,1,7
2015-01-09T18:50:54,20.45,541,1,34
2015-01-06T22:10:33,23.39,228,1,15
2015-01-07T20:50:37,22.5,270,1,14
2015-01-02T04:20:42,38.73,69,1,6
2015-01-03T14:31:14,18.41,454,1,27
2015-01-13T08:21:24,21.61,454,1,29
2015-01-22T06:21:03,23.86,359,1,22
2015-01-01T12:01:22,21.82,225,1,17
2015-01-12T04:20:44,0,54,1,3
2015-01-29T20:10:41,21.82,354,1,22
2015-01-15T02:30:50,0,10,1,2
2015-01-10T19:31:14,22.5,336,1,25
2015-01-10T08:31:08,21.82,243,1,16
2015-01-04T23:40:15,26.45,105,1,7
2015-01-21T12:40:32,21.95,429,1,27
2015-01-24T11:10:43,22.5,351,1,22
2015-01-31T16:31:15,20.45,381,1,25
2015-01-26T16:31:41,19.77,541,1,32
2015-01-10T14:31:20,21.14,431,1,26
2015-01-24T11:40:30,20.45,381,1,24
2015-01-11T16:20:59,17.73,295,1,20
2015-01-06T05:10:34,23.86,174,1,13
2015-01-30T04:40:13,27.78,166,1,9
2015-01-25T23:31:00,24.55,174,1,11
2015-01-11T18:31:14,17.73,469,1,24
2015-01-23T11:40:30,20.45,374,1,28
2015-01-19T01:40:06,29.45,53,1,5
2015-01-16T06:40:36,22.5,447,1,30
2015-01-04T04:30:57,0,46,1,3
2015-01-04T22:40:15,27.27,174,1,13
2015-01-15T20:21:01,21.82,374,1,24
2015-01-24T08:01:21,23.05,203,1,19
2015-01-27T15:40:45,20.45,549,1,31
2015-01-19T19:40:30,22.5,392,1,25
2015-01-09T09:31:26,20.45,355,1,23
2015-01-27T22:31:10,23.18,274,1,15
2015-01-29T23:50:27,24.55,284,3,31
2015-01-02T20:31:11,21.82,572,3,48
2015-01-26T11:31:18,19.77,754,3,50
2015-01-04T13:01:27,20.45,624,3,42
2015-01-31T09:10:41,22.5,698,3,39
2015-01-31T15:21:02,21.82,806,3,45
2015-01-02T03:10:20,36.99,36,3,5
2015-01-18T19:20:55,23.86,667,3,40
2015-01-12T09:31:29,20.45,1317,3,92
2015-01-24T08:50:34,23.18,648,3,48
2015-01-03T13:40:28,19.09,828,3,50
2015-01-12T09:11:01,20.45,1330,3,97
2015-01-15T14:40:39,19.09,1154,3,73
2015-01-02T07:01:48,20.45,1222,3,87
2015-01-21T12:21:07,20.45,870,3,47
2015-01-15T10:10:48,19.77,987,3,80
2015-01-28T17:21:27,16.36,1146,3,67
2015-01-28T20:40:24,23.86,582,3,47
2015-01-09T04:01:08,25.91,147,3,11
2015-01-13T09:40:40,20.45,1243,3,82
2015-01-17T06:31:04,24.55,379,3,23
2015-01-11T22:31:05,21.14,295,3,24
2015-01-06T01:40:12,24.14,117,3,15
2015-01-25T18:31:10,21.48,576,3,40
2015-01-31T01:20:43,25.91,205,3,22
2015-01-14T06:40:41,21.14,1097,3,78
2015-01-12T10:10:45,20.45,919,3,68
2015-01-03T03:40:05,23.49,72,3,9
2015-01-09T09:31:26,19.77,1080,3,72
2015-01-23T03:30:52,26.05,52,3,7
2015-01-30T07:51:04,19.09,1372,3,84
2015-01-04T16:50:39,21.82,609,3,37
2015-01-27T10:40:36,20.45,855,3,56
2015-01-30T17:31:35,17.05,1053,3,70
2015-01-19T13:40:31,21.14,802,3,49
2015-01-16T03:30:54,25.13,64,3,7
2015-01-02T13:10:48,20.45,759,3,47
2015-01-27T08:31:41,19.77,1280,3,77
2015-01-11T17:50:40,19.09,680,3,42
2015-01-14T07:21:22,17.73,1332,3,94
2015-01-26T10:10:49,21.14,1000,3,62
2015-01-28T11:10:44,20.45,754,3,51
2015-01-11T14:01:28,21.82,576,3,39
2015-01-06T12:50:44,19.77,870,3,57
2015-01-16T16:01:50,16.36,1313,3,82
2015-01-22T05:20:51,25.91,513,3,42
2015-01-26T15:31:34,17.73,1436,3,87
2015-01-05T19:40:30,19.09,894,3,65
2015-01-21T11:21:06,20.45,776,3,48
2015-01-15T00:50:24,25.23,264,3,24
2015-01-05T12:21:01,19.09,803,3,52
2015-01-13T20:40:23,21.82,625,3,52
2015-01-12T14:31:22,19.77,1031,3,71
2015-01-07T06:50:52,20.45,1207,3,86
2015-01-06T20:50:38,19.77,604,3,50
2015-01-23T10:50:44,21.14,727,3,48
2015-01-23T06:40:39,21.14,1100,3,75
2015-01-12T03:10:19,31.43,59,3,8
2015-01-05T09:40:38,21.14,1135,3,84
2015-01-13T05:20:52,25.91,592,3,42
2015-01-11T23:31:04,21.82,291,3,21
2015-01-31T00:10:28,26.59,249,3,22
2015-01-20T15:31:40,17.73,1480,3,91
2015-01-30T03:50:20,27.95,147,3,10
2015-01-16T07:10:59,19.77,1264,3,87
2015-01-12T16:51:02,17.73,1200,3,79
2015-01-25T23:31:00,25.23,366,3,25
2015-01-27T14:40:44,19.09,1205,3,76
2015-01-15T11:21:01,20.45,776,3,46
2015-01-17T07:01:21,25.91,539,3,36
2015-01-02T04:30:59,27.95,194,3,18
2015-01-26T20:31:16,19.09,727,3,51
2015-01-21T21:50:36,22.5,540,3,49
2015-01-06T14:10:48,18.41,994,3,76
2015-01-19T22:10:35,23.86,497,3,44
2015-01-27T22:20:56,21.82,540,3,50
2015-01-01T12:10:35,23.86,607,3,34
2015-01-15T00:01:15,25.91,335,3,33
2015-01-18T18:20:59,22.5,679,3,45
2015-01-31T11:10:44,19.77,783,3,50
2015-01-28T07:31:37,18.41,1519,3,93
2015-01-19T23:10:32,24,309,3,36
2015-01-21T19:21:06,19.09,1079,3,77
2015-01-08T03:01:07,24.55,49,3,8
2015-01-18T16:50:37,24.55,657,3,37
2015-01-11T00:31:00,23.18,292,3,24
2015-01-11T13:20:58,23.18,676,3,41
2015-01-10T07:20:53,25.23,469,3,35
2015-01-29T05:01:18,25.23,450,3,29
2015-01-25T22:20:49,25.23,307,3,26
2015-01-27T04:30:59,30,231,3,23
2015-01-11T23:20:49,23.93,380,3,26
2015-01-21T01:01:11,23.18,262,3,23
2015-01-27T06:50:58,19.77,1175,3,87
2015-01-12T19:21:08,18.41,1052,3,74
2015-01-08T00:50:26,25.23,271,3,26
2015-01-14T02:30:53,0,4,3,2
2015-01-23T09:40:39,19.77,1115,3,77
2015-01-17T23:20:48,24.61,440,3,32
2015-01-25T13:40:24,21.82,626,3,35
2015-01-11T19:31:09,21.82,516,3,37
2015-01-10T23:01:19,23.86,410,3,30
2015-01-16T00:10:31,23.86,344,3,40
2015-01-10T02:01:08,28.3,106,3,10
2015-01-14T11:40:30,19.09,779,3,50
2015-01-09T09:50:52,20.45,1125,3,79
2015-01-23T19:31:18,20.22,910,3,71
2015-01-23T18:21:17,18.41,1090,3,81
2015-01-20T01:30:57,28.64,170,3,12
2015-01-15T06:31:24,21.14,935,3,69
2015-01-03T12:40:30,21.55,805,3,43
2015-01-17T02:20:37,28.3,71,3,5
2015-01-20T06:10:43,21.82,867,3,63
2015-01-28T04:10:21,26.59,152,3,15
2015-01-17T07:40:23,24.55,555,3,34
2015-01-02T11:40:28,22.5,705,3,40
2015-01-23T21:01:34,21.14,545,3,49
2015-01-02T03:20:37,0,79,3,3
2015-01-11T09:40:21,23.18,590,3,35
2015-01-20T16:40:51,17.05,1179,3,76
2015-01-19T05:31:10,24.55,588,3,45
2015-01-13T17:51:01,17.05,1130,3,64
2015-01-14T08:21:24,17.73,1421,3,81
2015-01-06T03:10:22,22.77,33,3,6
2015-01-20T04:01:09,30.68,83,3,9
2015-01-31T20:01:28,21.82,552,3,38
2015-01-21T18:40:42,19.09,1228,3,76
2015-01-22T18:50:54,19.77,1041,3,77
2015-01-16T22:31:07,21.82,563,3,42
2015-01-15T21:50:35,20.11,526,3,45
2015-01-06T14:01:40,17.73,952,3,58
2015-01-02T14:10:52,19.09,849,3,59
2015-01-10T02:20:37,25.23,99,3,8
2015-01-15T20:21:01,19.77,684,3,51
2015-01-15T23:10:30,24.55,342,3,39
2015-01-26T21:01:42,22.5,532,3,48
2015-01-22T19:10:52,19.77,1011,3,74
2015-01-23T20:20:56,19.77,647,3,51
2015-01-01T12:01:22,25.23,519,3,30
2015-01-03T11:10:40,21.14,725,3,45
2015-01-25T05:20:44,25.23,163,3,13
2015-01-06T09:01:48,19.09,1272,3,77
2015-01-27T10:31:20,21.82,913,3,69
2015-01-31T20:40:23,21.14,539,3,32
2015-01-29T05:10:33,26.59,500,3,38
2015-01-24T11:50:44,23.18,829,3,47
2015-01-19T08:31:38,19.09,1097,3,71
2015-01-20T09:31:30,20.45,1319,3,88
2015-01-03T07:10:33,23.86,549,3,34
2015-01-17T06:20:48,26.59,374,3,21
2015-01-22T12:01:32,20.45,737,3,46
2015-01-22T11:21:03,21.82,711,3,47
2015-01-16T00:20:45,27.55,367,3,34
2015-01-06T17:31:36,15.68,1049,3,61
2015-01-03T11:40:27,19.7,762,3,45
2015-01-06T05:31:07,22.5,611,3,50
2015-01-02T18:31:27,18.41,1114,3,78
2015-01-20T08:40:55,20.45,1222,3,80
2015-01-01T15:31:11,23.86,546,3,37
2015-01-19T21:20:56,21.14,702,3,54
2015-01-11T06:10:28,24.55,257,3,20
2015-01-06T13:31:17,19.09,911,3,56
2015-01-11T15:20:55,22.5,585,3,36
2015-01-13T07:21:23,17.73,1375,3,94
2015-01-23T11:31:16,21.82,808,3,48
2015-01-28T22:10:39,23.18,475,3,42
2015-01-16T14:50:52,17.05,1151,3,74
2015-01-24T11:01:31,21.41,717,3,46
2015-01-31T02:30:54,0,8,3,4
2015-01-31T05:30:59,25.91,328,3,21
2015-01-23T18:50:55,19.77,1048,3,68
2015-01-06T16:21:21,16.36,1244,3,80
2015-01-12T20:40:24,22.5,566,3,47
2015-01-05T06:40:35,19.77,1087,3,79
2015-01-26T05:01:19,24.55,460,3,32
2015-01-26T21:31:08,19.77,495,3,51
2015-01-10T20:31:11,22.5,568,3,39
2015-01-07T01:20:44,24.27,175,3,22
2015-01-30T21:01:33,21.14,571,3,52
2015-01-04T05:40:12,23.86,186,3,17
2015-01-30T12:31:18,21.14,714,3,49
2015-01-10T03:10:18,25.02,64,3,8
2015-01-01T22:40:16,25.23,306,3,22
2015-01-06T07:10:57,18.41,1461,3,98
2015-01-02T13:31:19,19.77,782,3,50
2015-01-07T00:01:16,23.86,369,3,34
2015-01-07T18:10:58,17.9,1086,3,71
2015-01-20T20:31:11,20.45,731,3,55
2015-01-10T14:01:31,18.41,773,3,51
2015-01-03T16:50:45,20.45,734,3,46
2015-01-21T09:50:55,19.77,1201,3,82
2015-01-14T04:31:01,25.91,206,3,20
2015-01-19T15:50:58,19.09,1247,3,80
2015-01-05T06:01:30,22.5,774,3,58
2015-01-29T13:40:35,18.41,881,3,55
2015-01-27T02:20:38,26.59,36,3,7
2015-01-24T23:20:49,25.23,480,3,32
2015-01-06T07:40:50,17.05,1474,3,93
2015-01-04T13:31:09,21.82,696,3,39
2015-01-18T09:10:32,23.18,518,3,31
2015-01-16T06:40:36,20.45,1078,3,75
2015-01-27T22:01:29,22.5,545,3,45
2015-01-10T14:31:20,21.14,750,3,49
2015-01-29T21:50:36,21.82,553,3,47
2015-01-09T09:11:01,20.45,1310,3,90
2015-01-13T03:01:08,0,26,3,4
2015-01-15T13:50:47,19.09,939,3,55
2015-01-22T10:21:07,20.45,884,3,59
2015-01-16T00:50:23,21.82,259,3,27
2015-01-27T08:11:08,19.09,1373,3,88
2015-01-05T22:50:34,18,457,3,34
2015-01-29T21:10:35,21.82,732,3,54
2015-01-18T15:10:38,24.61,660,3,36
2015-01-22T00:50:28,29.8,314,3,25
2015-01-17T02:10:22,25.81,104,3,9
2015-01-23T17:21:19,17.05,1071,3,68
2015-01-18T20:50:35,23.86,495,3,31
2015-01-17T14:01:37,18.41,799,3,53
2015-01-26T17:40:46,17.05,1148,3,63
2015-01-11T23:40:14,24.55,281,3,26
2015-01-18T13:40:28,21.82,707,3,38
2015-01-19T17:11:04,17.73,1098,3,71
2015-01-26T07:40:51,18.41,1448,3,92
2015-01-20T03:10:20,29.08,68,3,8
2015-01-07T17:01:50,17.73,1172,3,75
